,Date,Year,Type,Country,Area,Location,Activity,Injury,Fatal,Time,Species,address,Latitude,Longitude
443,19-Apr-2012,2012.0,Unprovoked,USA,Florida,"Indialantic, Brevard County",surfing,lacerations to hand,No,19h28,5' shark,"Indialantic, Brevard County,Florida,USA",28.0914926,-80.5662467
444,Apr-2013,2012.0,Unprovoked,USA,Florida,"Sanibel Island, Lee County",other,right shin bitten,No,,a small shark,"Sanibel Island, Lee County,Florida,USA",26.440359,-82.1137049
445,31-Mar-2012,2012.0,Unprovoked,AUSTRALIA,Western Australia,Stratham Beach,diving,fatal,Yes,09h30,"white shark, 4m","Stratham Beach,Western Australia,AUSTRALIA",-33.4443427,115.6036695
446,24-Mar-2012,2012.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,minor lacerations to foot,No,14h00,,"New Smyrna Beach, Volusia County,Florida,USA",29.0258132,-80.9271271
447,22-Mar-2012,2012.0,Boating,AUSTRALIA,Western Australia,Kalbarri,fishing,"no injury to occupants. shark bit propelle, rope & crayfish float",No,05h50,white shark,"Kalbarri,Western Australia,AUSTRALIA",-27.7109989,114.1638162
448,20-Mar-2012,2012.0,Unprovoked,AUSTRALIA,Queensland,Nobby's Beach,surfing,lacerations to left calf,No,17h00,possibly a bull shark,"Nobby's Beach,Queensland,AUSTRALIA",-28.0594655,153.4383722
449,15-Mar-2012,2012.0,Unprovoked,USA,Florida,"Jensen Beach, Martin County ",surfing,left forearm bitten,No,15h50,possibly a 5' to 6' bull shark,"Jensen Beach, Martin County ,Florida,USA",27.22089615,-80.25567908960551
450,14-Mar-2012,2012.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,bitten on ankle,No,16h00,4' to 5' shark,"New Smyrna Beach, Volusia County,Florida,USA",29.0258132,-80.9271271
451,14-Mar-2012,2012.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,bitten on calf,No,16h05,4' to 5' shark,"New Smyrna Beach, Volusia County,Florida,USA",29.0258132,-80.9271271
452,05-Mar-2012,2012.0,Unprovoked,REUNION,Saint-Benoit,Port de la Marine,other,"no injury, board bitten",No,14h30,,"Port de la Marine,Saint-Benoit,REUNION",-21.12574835,55.787713095178745
453,04-Mar-2012,2012.0,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",surfing,lacerations to left calf,No,13h00,4' shark,"Playalinda Beach, Brevard County,Florida,USA",28.6548961,-80.6308632
454,01-Mar-2012,2012.0,Provoked,CHILE,Antofagasta Province,Antofagasta,fishing,hand injured provoked incident,No,,,"Antofagasta,Antofagasta Province,CHILE",-23.6662865,-70.3950322
455,25-Feb-2012,2012.0,Unprovoked,AUSTRALIA,New South Wales,Broughton Island,fishing,laceration to left foot,No,16h00,grey nurse shark,"Broughton Island,New South Wales,AUSTRALIA",-32.617282,152.32007141302046
456,06-Feb-2012,2012.0,Unprovoked,AUSTRALIA,Queensland,Wurtulla,surfing,"no injury, but fin lost from surfboard",No,12h00,,"Wurtulla,Queensland,AUSTRALIA",-26.7568243,153.1256125
457,27-Jan-2012,2012.0,Unprovoked,USA,Hawaii,Lanai,diving,"no injury, shark bit swim fin",No,11h05,6' to 8' shark,"Lanai,Hawaii,USA",20.8305441,-156.9029492509114
458,19-Jan-2012,2012.0,Unprovoked,AUSTRALIA,Western Australia,Coral Bay,diving,lacerations to right forearm,No,Afternoon,"tiger shark, 3m","Coral Bay,Western Australia,AUSTRALIA",-23.1436752,113.770165
459,Reported 22-Jan-2012,2012.0,Unprovoked,BAHAMAS,,Cat Island,diving,"no injury, shark grabbed his camera",No,,tiger shark,"Cat Island,nan,BAHAMAS",24.3385,-75.61499318805444
460,18-Jan-2012,2012.0,Provoked,TAIWAN,Taitung,Taimali,fishing,bitten on left thigh     provoked accident,No,,"blue shark, 70-kg blue shark","Taimali,Taitung,TAIWAN",22.6154312,121.0073358
461,18-Jan-2012,2012.0,Unprovoked,AUSTRALIA,New South Wales,Redhead Beach,surfing,lacerations to thigh,No,16h45,"white shark, 2.7 m","Redhead Beach,New South Wales,AUSTRALIA",-33.014438,151.7201076
462,13-Jan-2012,2012.0,Unprovoked,USA,Oregon,"Lincoln City, Lincoln County",surfing,"no injury, surfboard damaged",No,,white shark,"Lincoln City, Lincoln County,Oregon,USA",44.9617922,-124.0159522
463,03-Jan-2012,2012.0,Unprovoked,AUSTRALIA,New South Wales,North Avoca Beach,surfing,right forearm and wrist injured,No,20h00,2 m shark,"North Avoca Beach,New South Wales,AUSTRALIA",-33.46042105,151.43826264743535
464,02-Jan-2012,2012.0,Unprovoked,AUSTRALIA,Queensland,Duranbah,fishing,"no injury, punctures to swim fin",No,09h00,allegedly a 4 m tiger shark,"Duranbah,Queensland,AUSTRALIA",-21.0584253,149.1870725
465,31-Dec-2011,2011.0,Unprovoked,USA,Florida,"Jupiter, Palm Beach County",other,hand injured,No,18h00,,"Jupiter, Palm Beach County,Florida,USA",26.9342246,-80.0942087
466,25-Dec-2011,2011.0,Unprovoked,ECUADOR,Santa Elena,Barandúa Beach,surfing,lacerations to left thigh and calf,No,18h00,,"Barandúa Beach,Santa Elena,ECUADOR",-2.1602345,-80.8166943
467,23-Dec-2011,2011.0,Unprovoked,USA,Florida,New Smyrna Beach,surfing,laceration to ankle,No,12h30,,"New Smyrna Beach,Florida,USA",29.0258132,-80.9271271
468,21-Dec-2011,2011.0,Provoked,USA,Hawaii,"Makahuena Point, Kauai",sailing,"no injury, after kayak collided with the shark, it bit the rudder  provoked incident",No,,7' to 8' shark,"Makahuena Point, Kauai,Hawaii,USA",21.8684403,-159.4434653
469,11-Dec-2011,2011.0,Unprovoked,AUSTRALIA,New South Wales,Angourie,surfing,5 puncture wounds to thigh,No,05h45,"white shark, 2.5m","Angourie,New South Wales,AUSTRALIA",-29.478884,153.3600421
470,07-Dec-2011,2011.0,Unprovoked,AUSTRALIA,New South Wales,Maroubra,surfing,minor injuries to left leg,No,,wobbegong shark,"Maroubra,New South Wales,AUSTRALIA",-33.9453441,151.2456824
471,06-Dec-2011,2011.0,Unprovoked,USA,Oregon,Seaside Cove,surfing,minor injury to calf,No,09h00,,"Seaside Cove,Oregon,USA",45.993246,-123.920213
472,02-Dec-2011,2011.0,Unprovoked,AUSTRALIA,New South Wales,Broken Head,surfing,torn shoulder ligament as result of collision with shark,No,06h00,,"Broken Head,New South Wales,AUSTRALIA",-28.715,153.5844444
473,29-Nov-2011,2011.0,Unprovoked,INDONESIA,Bali,Tabanan,surfing,lacerations to right hand,No,13h30,,"Tabanan,Bali,INDONESIA",-8.5023559,115.1459684
474,28-Nov-2011,2011.0,Unprovoked,AUSTRALIA,Queensland,Peregian,swimming,puncture marks to foot,No,Afternoon,wobbegong shark?,"Peregian,Queensland,AUSTRALIA",-26.4810973,153.0961801
475,22-Nov-2011,2011.0,Boating,USA,California,Pigeon Point,sailing,"no injury, kayak bitten",No,,"white shark, 15' to 16'","Pigeon Point,California,USA",37.0532901,-121.4938309
476,Reported 20-Nov-2011,2011.0,Unprovoked,PAPUA NEW GUINEA,East New Britain,Pigeon Island,diving,"no injury, shark collided with diver",No,,,"Pigeon Island,East New Britain,PAPUA NEW GUINEA",-4.2688791,152.32726959489042
477,11-Nov-2011,2011.0,Unprovoked,REUNION,Bois-Blanc,Sainte-Rose,fishing,left foot bitten,No,Morning,,"Sainte-Rose,Bois-Blanc,REUNION",-21.1969945,55.8204839
478,  29-Oct-2011,2011.0,Unprovoked,USA,California,"Marina State Beach, Monterey County",surfing,"lacerations to right wrist, foream & neck",No,,white shark,"Marina State Beach, Monterey County,California,USA",36.6987342,-121.8091734
479,Reported 28-Oct-2011,2011.0,Unprovoked,SCOTLAND,Moray,Spey Bay,surfing,"no injury, shark bumped leg & board.",No,,8' to 10' shark,"Spey Bay,Moray,SCOTLAND",57.6726898,-3.088846
480,22-Oct-2011,2011.0,Unprovoked,AUSTRALIA,Western Australia,Rottnest Island,diving,fatal,Yes,13h25,"white shark, 10'","Rottnest Island,Western Australia,AUSTRALIA",-32.006974,115.5041886
481,20-Oct-2011,2011.0,Unprovoked,USA,Oregon,"Newport, Lincoln County",surfing,"no injury, shark bit surfboard",No,,"white shark, 15'","Newport, Lincoln County,Oregon,USA",44.636755,-124.053442
482,19-Oct-2011,2011.0,Unprovoked,AUSTRALIA,Victoria,Elwood Beach,diving,small bruise to calf,No,16h00,"port jackson shark, 1m","Elwood Beach,Victoria,AUSTRALIA",-37.8870318,144.98174346499763
483,11-Oct-2011,2011.0,Unprovoked,USA,Florida,Cape Canaveral,surfing,foot bitten,No,,3' shark,"Cape Canaveral,Florida,USA",28.45077,-80.52662
484,10-Oct-2011,2011.0,Unprovoked,USA,Oregon,Seaside,surfing,no injury,No,,10' to 12' shark,"Seaside,Oregon,USA",45.993246,-123.920213
485,09-Oct-2011,2011.0,Unprovoked,AUSTRALIA,Western Australia,Cottesloe Beach,swimming,fatal,Yes,08h10,,"Cottesloe Beach,Western Australia,AUSTRALIA",-31.9957,115.751
486,05-Oct-2011,2011.0,Boating,REUNION,,Cap La Houssaye,sailing,no injury to occupant,No,10h30,2 to 2.5 m shark,"Cap La Houssaye,nan,REUNION",-21.0178679,55.2352379
487,01-Oct-2011,2011.0,Unprovoked,USA,Alabama,"Gulf Shores, Baldwin County",other,lacerations to right wrist and middle finger,No,,,"Gulf Shores, Baldwin County,Alabama,USA",30.2711224,-87.6893826
488,24-Sep-2011,2011.0,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",swimming,laceration to left thigh,No,10h00,,"North Myrtle Beach, Horry County,South Carolina,USA",33.8278405,-78.6800323
489,20-Sep-2011,2011.0,Boat,USA,Hawaii,Kauai,sailing,"no injury, canoe bitten by shark",No,15h00,,"Kauai,Hawaii,USA",22.050466550000003,-159.55876775017003
490,16-Sep-2011,2011.0,Unprovoked,USA,Florida,New Smyrna Beach,surfing,lacerations to arm,No,11h00,4' to 6' shark,"New Smyrna Beach,Florida,USA",29.0258132,-80.9271271
491,11-Sep-2011,2011.0,Unprovoked,USA,California,"Samoa Beach, Humboldt County",surfing,"no injury, board bitten",No,12h20,,"Samoa Beach, Humboldt County,California,USA",40.8187372,-124.1864518
492,04-Sep-2011,2011.0,Unprovoked,AUSTRALIA,Western Australia, Bunker Bay,other,fatal,Yes,13h26,white shark," Bunker Bay,Western Australia,AUSTRALIA",-33.54022,115.04011
493,02-Sep-2011,2011.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,lacerations to ankle & foot,No,11h00,"6' shark, possibly a blactip or spinner shark","New Smyrna Beach, Volusia County,Florida,USA",29.0258132,-80.9271271
494,31-Aug-2011,2011.0,Unprovoked,USA,Florida,Crescent Beach St. Johns County,surfing,lacerations to lower leg,No,11h00,6' shark,"Crescent Beach St. Johns County,Florida,USA",29.738289,-81.24230475946248
495,28-Aug-2011,2011.0,Unprovoked,USA,Texas,"Grass Island, Aransas County",walking,"lacerations to anterior left shin, abrasion to posteior right leg",No,19h00,,"Grass Island, Aransas County,Texas,USA",28.0514053,-97.1538796
496,26-Aug-2011,2011.0,Unprovoked,RUSSIA,Primorsky Krai,Slavyanka,other,superficial laceration to shoulder,No,Morning,,"Slavyanka,Primorsky Krai,RUSSIA",42.8606833,131.3924115
497,24-Aug-2011 ,2011.0,Unprovoked,USA,North Carolina,"Buxton Beach, Dare County",surfing,lacerations to foot,No,,,"Buxton Beach, Dare County,North Carolina,USA",35.2581815,-75.52331203881798
498,24-Aug-2011 ,2011.0,Unprovoked,USA,North Carolina,Holden Beach. Brunswick County,other,heel bitten,No,15h30,,"Holden Beach. Brunswick County,North Carolina,USA",33.9135061,-78.3038892
499,17-Aug-2011,2011.0,Unprovoked,USA,North Carolina,"Kure Beach, New Hanover County",walking,lacerations to foot,No,17h00,possibly a 5' to 6' sandtiger shark,"Kure Beach, New Hanover County,North Carolina,USA",33.9968399,-77.9072081
500,16-Aug--2011,2011.0,Unprovoked,USA,Puerto Rico, Vieques,sailing,lacerations to  lower right leg and foot,No,Night,," Vieques,Puerto Rico,USA",18.1215622,-65.45746403129988
501,15-Aug-2011,2011.0,Invalid,USA,South Carolina,"Myrtle Beach, Horry County",other,puncture wounds to foot,No,,shark involvement not confirmed,"Myrtle Beach, Horry County,South Carolina,USA",33.6956461,-78.8900409
502,11-Aug--2011,2011.0,Unprovoked,USA,North Carolina,Beaufort Inlet,swimming,lower right leg bitten,No,14h00,,"Beaufort Inlet,North Carolina,USA",35.750383,-78.557882
503,25-Jul-2011,2011.0,Unprovoked,USA,New Jersey,"Egg Harbor, Atlantic County",walking,"no injury, shark bit boot",No,Night,,"Egg Harbor, Atlantic County,New Jersey,USA",39.3820672,-74.6171489
504,19-Jul-2011,2011.0,Unprovoked,USA,North Carolina,"Ocracoke Island, Hyde County",surfing,lower right leg & foot bitten,No,17h30,,"Ocracoke Island, Hyde County,North Carolina,USA",35.1311569,-75.91384675150908
505,13-Jul-2011,2011.0,Unprovoked,USA,Texas,"South Padre Island, Cameron County",fishing,lacerations to left foot,No,20h30,,"South Padre Island, Cameron County,Texas,USA",26.1036887,-97.1646938
506,07-Jul-2011,2011.0,Unprovoked,USA,Texas,"Mustang Island, Nueces County",walking,lacerations to right foot,No,,,"Mustang Island, Nueces County,Texas,USA",27.739476,-97.1316551
507,05-Jul-2011,2011.0,Unprovoked,COLUMBIA,Sucre,"Libertad, San Onofre",sailing,"right arm bitten, defense wounds to left hand",No,10h30,,"Libertad, San Onofre,Sucre,COLUMBIA",9.8971118,-75.5736766
508,29-Jun-2011,2011.0,Unprovoked,BRAZIL,Pernambuco,Praia do Pina,surfing,lacerations to right thigh,No,10h00,,"Praia do Pina,Pernambuco,BRAZIL",-8.0945226,-34.88177357639173
509,28-Jun-2011,2011.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Aliwal Shoal,diving,severe lacerations to hands and  left leg,No,12h00,"bull shark, 3m female","Aliwal Shoal,KwaZulu-Natal,SOUTH AFRICA",-30.2070606,30.7992036
510,26-Jun-2008,2011.0,Unprovoked,USA,North Carolina,"North Topsail Beach, Onslow County",other,ankle bitten,No,Afternoon,"bull shark, 6'","North Topsail Beach, Onslow County,North Carolina,USA",34.4901665,-77.43163
511,24-Jun-2011,2011.0,Unprovoked,USA,California,"San Onofre State Beach, San Diego County",surfing,shark leapt onto surfboard; surfer uninjured,No,13h30,"white shark, 5' k","San Onofre State Beach, San Diego County,California,USA",33.34913125,-117.5248882169962
512,21-Jun-2011,2011.0,Unprovoked,USA,Florida,"Perdido Key, Escambia County",skiing,lacerations to foot and ankle,No,Afternoon,,"Perdido Key, Escambia County,Florida,USA",30.3180487,-87.42592753140273
513,19-Jun-2011,2011.0,Unprovoked,COSTA RICA,Guanacaste,Playa Grande,surfing,fatal,Yes,12h15,,"Playa Grande,Guanacaste,COSTA RICA",10.3408249,-85.8450412
514,Reported 14-Jun-2011,2011.0,Boating,UNITED KINGDOM,Cornwall,St. Ives,fishing,"no injury, shark slammed into boat",No,,"oceanic whitetip shark, 7'","St. Ives,Cornwall,UNITED KINGDOM",50.2148928,-5.4795574
515,06-Jun-2011,2011.0,Unprovoked,USA,California,"La Jolla, San Diego County",fishing,"no injury, minor damage to wetsuit",No,,"sevengill shark, 6' to 8'","La Jolla, San Diego County,California,USA",32.83259,-117.2716839
516,06-Jun-2011,2011.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",walking,puncture wound to calf,No,12h00,3' to 4' shark,"New Smyrna Beach, Volusia County,Florida,USA",29.0258132,-80.9271271
517,13-May-2011,2011.0,Unprovoked,USA,Florida,"Ponte Vedra Beach, St Johns County",surfing,lacerations to left foot & ankle,No,15h30,,"Ponte Vedra Beach, St Johns County,Florida,USA",30.2396865,-81.3856384
518,13-May-2011,2011.0,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",surfing,minor injury; puncture wounds to calf,No,06h30,,"Ormond Beach, Volusia County,Florida,USA",29.2854132,-81.0557921
519,10-May-2011,2011.0,Provoked,USA,Florida,Miami,fishing,laceration to arm by captive shark provoked incident,No,,"sandbar shark, 8'","Miami,Florida,USA",25.7741728,-80.19362
520,04-May-2011,2011.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Palm Beach,fishing,calf bitten,No,,,"Palm Beach,KwaZulu-Natal,SOUTH AFRICA",-30.981321,30.273582
521,26-Apr-2011,2011.0,Unprovoked,USA,Florida,"Riviera Beach, Palm Beach County",fishing,calf bitten,No,,"bull shark, 12'","Riviera Beach, Palm Beach County,Florida,USA",26.784343,-80.0650293
522,22-Apr-2011,2011.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,minor puncture wounds,No,15h30,1' to 2' shark,"New Smyrna Beach, Volusia County,Florida,USA",29.0258132,-80.9271271
523,13-Apr-2011,2011.0,Unprovoked,INDONESIA,Bali,Balian,surfing,lacerations to forearm,No,Morning,"bull shark, 2.5 m","Balian,Bali,INDONESIA",-8.5060545,114.966277
524,Reported 29-Mar-2011,2011.0,Provoked,USA,Texas,Matagorda Beach,other,minor laceration to shoulder from captive shark provoked incident,No,,blacktip shark pup,"Matagorda Beach,Texas,USA",28.6929285,-95.9679527
525,23-Mar-2011,2011.0,Unprovoked,AUSTRALIA,New South Wales,Crowdy Head,surfing,severe injury to left forearm,No,17h45,"bull shark, 2.5m","Crowdy Head,New South Wales,AUSTRALIA",-31.84016,152.7511891
526,21-Mar-2011,2011.0,Unprovoked,FIJI,,Nukudamu ,fishing,"left forearm severely bitten, surgically amputated",No,16h00,,"Nukudamu ,nan,FIJI",-16.16091,179.96263
527,10-Mar-2011,2011.0,Unprovoked,AUSTRALIA,New South Wales,"Tallow Beach, Byron Bay",surfing,"no injury, surboard broken",No,,,"Tallow Beach, Byron Bay,New South Wales,AUSTRALIA",-28.6697473,153.62080870521265
528,Reported 28-Feb-2011,2011.0,Provoked,AUSTRALIA,Queensland,Between ,fishing,lacerations to right hand by hooked shark provoked incident,No,10h45,"bull shark, 2m","Between ,Queensland,AUSTRALIA",-27.4700395,153.0125195
529,13-Feb-2011,2011.0,Provoked,AUSTRALIA,Queensland,Sunshine Beach,fishing,lacerations to calf by hooked shark provoked incident,No,10h40,1 m shark,"Sunshine Beach,Queensland,AUSTRALIA",-26.404115,153.10528818239123
530,12-Feb-2011,2011.0,Unprovoked,AUSTRALIA,Western Australia,Exmouth,diving,arm bitten,No,Late afternoon,,"Exmouth,Western Australia,AUSTRALIA",-22.29247155,114.1469586328106
531,31-Jan-2011,2011.0,Unprovoked,MEXICO,Quintana Roo,Cancun,swimming,"leg, forearm & hand severely bitten",No,12h00,6' shark,"Cancun,Quintana Roo,MEXICO",21.1617854,-86.8510468
532,28-Jan-2011,2011.0,Provoked,MEXICO,Colima,Revillagigedo Islands,fishing,left eg bitten provoked incident,No,,,"Revillagigedo Islands,Colima,MEXICO",18.79274175,-110.98203134657057
533,Reported 12-Jan 2011,2011.0,Unprovoked,MEXICO,Quintana Roo,Xcalak ,other,bitten on leg and groin,No,,,"Xcalak ,Quintana Roo,MEXICO",18.2703769,-87.8359632
534,03-Jan-2011,2011.0,Boat,AUSTRALIA,Western Australia,Busselton,fishing,"no injury, shark nudged boat and bit propeller",No,12h00,white shark,"Busselton,Western Australia,AUSTRALIA",-33.65813215,115.26032402939752
535,26-Dec-2010,2010.0,Unprovoked,USA,Hawaii," Kahului, Maui",other,"lacerations to his lower left leg, calf, foot & ankle",No,15h35,6' shark," Kahului, Maui,Hawaii,USA",20.8747708,-156.4529879461996
536,11-Dec-2010,2010.0,Unprovoked,USA,Hawaii,"Tavares Bay, Maui",surfing,lacerations to right foot,No,13h51,,"Tavares Bay, Maui,Hawaii,USA",20.8386331,-156.342476
537,Reported 03-Dec-2010,2010.0,Unprovoked,INDONESIA,Bali,Balian,surfing,lacerations to right hand,No,,,"Balian,Bali,INDONESIA",-8.5060545,114.966277
538,15-Nov-2010,2010.0,Unprovoked,DOMINICAN REPUBLIC,,Boca Chica,diving,fatal,Yes,Morning,,"Boca Chica,nan,DOMINICAN REPUBLIC",18.4570748,-69.61487003494634
539,14-Nov-2010,2010.0,Unprovoked,INDONESIA,Bali,Balian,surfing,hand bitten,No,,,"Balian,Bali,INDONESIA",-8.5060545,114.966277
540,30-Oct-2010,2010.0,Unprovoked,AUSTRALIA,Western Australia,Off Garden Island,diving,torso and left buttock bitten,No,12h30,white shark,"Off Garden Island,Western Australia,AUSTRALIA",-32.2008625,115.67548376040185
541,Reported 28-Oct-2010,2010.0,Unprovoked,AUSTRALIA,Western Australia,Cheynes Beach,fishing,"no injury, shark head-butted diver's thigh",No,,,"Cheynes Beach,Western Australia,AUSTRALIA",-34.8801321,118.40001739573384
542,28-Oct-2010,2010.0,Unprovoked,USA,Oregon,Florence,surfing,no injury to surfer,No,15h20,,"Florence,Oregon,USA",43.9800086,-124.1013089
543,23-Oct-2010,2010.0,Unprovoked,AUSTRALIA,Western Australia,Wedge Island,surfing,lacerations to lower right leg,No,,,"Wedge Island,Western Australia,AUSTRALIA",-30.7894765,115.23698136734475
544,09-Oct-2010,2010.0,Unprovoked,AUSTRALIA,New South Wales,Mullaway Headland,surfing,foot bitten,No,13h30,"bull shark, 1.4m","Mullaway Headland,New South Wales,AUSTRALIA",-30.0769195,153.2046516
545,27-Sep-2010,2010.0,Unprovoked,USA,Oregon,Winchester Bay,surfing,"no injury, surfboard rammed",No,16h00,white shark,"Winchester Bay,Oregon,USA",43.67760655,-124.17378858948894
546,24-Sep-2010,2010.0,Unprovoked,USA,Virginia,Sandridge Beach,surfing,bite to left ankle and knee,No,16h30,,"Sandridge Beach,Virginia,USA",38.051439,-78.5158985
547,07-Sep-2010,2010.0,Unprovoked,USA,Florida,"St. Augustine, St. John's County",swimming,lacerations to left wrist,No,,3' shark,"St. Augustine, St. John's County,Florida,USA",29.8946952,-81.3145395
548, 04-Sep-2010,2010.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,"no injury, shark charged surfboard",No,,,"New Smyrna Beach, Volusia County,Florida,USA",29.0258132,-80.9271271
549,03-Sep-2010,2010.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,lacerations to right  hand,No,12h00,,"New Smyrna Beach, Volusia County,Florida,USA",29.0258132,-80.9271271
550,03-Sep-2010,2010.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,left thigh bitten,No,09h00,,"New Smyrna Beach, Volusia County,Florida,USA",29.0258132,-80.9271271
551,18-Aug-2010,2010.0,Unprovoked,USA,Florida,Crescent Beach St. Johns County,surfing,minor injuries to foot,No,09h00,,"Crescent Beach St. Johns County,Florida,USA",29.738289,-81.24230475946248
552,17-Aug-2010,2010.0,Unprovoked,AUSTRALIA,Western Australia,Cowaramup Bay,surfing,fatal,Yes,08h05,white shark,"Cowaramup Bay,Western Australia,AUSTRALIA",-33.86084,114.98008
553,14-Aug-2010,2010.0,Boating,USA,California,"Pigeon Point, San Mateo County",sailing,"no injury, kayak bitten",No,,white shark,"Pigeon Point, San Mateo County,California,USA",37.1815562,-122.3945402
554,10-Aug-2010,2010.0,Provoked,AUSTRALIA,Queensland,"Three Mile Creek, Townsville",fishing,leg bitten by hooked shark provoked incident,No,19h00,,"Three Mile Creek, Townsville,Queensland,AUSTRALIA",-19.3054221,146.6929017
555,10-Aug-2010,2010.0,Unprovoked,SOUTH KOREA,Jeju Province,Jeju Island,swimming,lacerations to left lower leg,No,Late afternoon,,"Jeju Island,Jeju Province,SOUTH KOREA",33.38034745,126.54825445912049
556,08-Aug-2010,2010.0,Unprovoked,AUSTRALIA,New South Wales,Crescent Head,surfing,left foot bitten,No,08h00,,"Crescent Head,New South Wales,AUSTRALIA",-31.19,152.9761111
557,02-Aug-2010,2010.0,Unprovoked,USA,Florida,"Micklers Landing, St. Johns County",other,lacerations to forearm,No,11h00,3' to 4' shark,"Micklers Landing, St. Johns County,Florida,USA",30.1621246,-81.355668
558,25-Jul-2010,2010.0,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",other,lacerations to right lower leg,No,,4' shark,"Isle of Palms, Charleston County,South Carolina,USA",32.7867697,-79.7880359
559,23-Jul-2010,2010.0,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",surfing,left foot bitten,No,16h30,,"Jacksonville Beach, Duval County,Florida,USA",30.2946859,-81.3931396
560,19-Jul-2010,2010.0,Unprovoked,USA,South Carolina,Myrtle Beach,swimming,minor lacerations to left calf,No,10h35,possibly a small blacktip shark,"Myrtle Beach,South Carolina,USA",33.6956461,-78.8900409
561,17-Jul-2010,2010.0,Unprovoked,USA,North Carolina,"Wrightsville Beach, New Hanover County",swimming,lacerations to right forearm,No,13h30,"sandtiger shark, 4' to 5'","Wrightsville Beach, New Hanover County,North Carolina,USA",34.2079917,-77.7955907
562,17-Jul-2010,2010.0,Unprovoked,USA,Florida,New Smyrna Beach,surfing,minor lacerations to right foot,No,,a small spinner shark,"New Smyrna Beach,Florida,USA",29.0258132,-80.9271271
563,16-Jul-2010,2010.0,Unprovoked,USA,Texas,Galveston,fishing,leg bitten,No,,,"Galveston,Texas,USA",29.299328,-94.7945882
564,11-Jul-2010,2010.0,Provoked,USA,Florida,"Lauderdale-by-the-Sea, Broward County",fishing,small laceration to forearm from netted shark  provoked incident,No,,"nurse shark, juvenile","Lauderdale-by-the-Sea, Broward County,Florida,USA",26.192028,-80.0964326
565,03-Jul-2010,2010.0,Provoked,USA,New York,Off Long Island,fishing,laceration to right bicep by hooked shark provoked incident,No,12h30,"blue shark, 7'","Off Long Island,New York,USA",43.781455,-74.8948976
566,02-Jul-2010,2010.0,Unprovoked,USA,California,"Pismo Beach, San Luis  Obispo County",surfing,laceration to left foot,No,Evening,4' shark,"Pismo Beach, San Luis  Obispo County,California,USA",35.1427533,-120.6412827
567,25-Jun-2010,2010.0,Unprovoked,USA,South Carolina,Fripp Island,surfing,laceration to leg,No,,,"Fripp Island,South Carolina,USA",32.3804724,-80.8462189
568,25-Jun-2010,2010.0,Unprovoked,USA,North Carolina,"Topsail Island, Pender County",swimming,laceration to left foot,No,13h00,,"Topsail Island, Pender County,North Carolina,USA",34.443730900000006,-77.53021869456106
569,15-Jun-2010,2010.0,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,swimming,laceration to left foot,No,17h00,1 m shark,"Quy Nhon ,Binh Dinh Province,VIETNAM",13.770409,109.232667
570,10-Jun-2010,2010.0,Unprovoked,USA,Florida,Jacksonville,surfing,lacerations to left calf and foot,No,12h30,4' shark,"Jacksonville,Florida,USA",30.3321838,-81.655651
571,Jun-2010,2010.0,Unprovoked,USA,Florida,"Ponte Vedra Beach, St Johns County",surfing,lacerations to left foot,No,,,"Ponte Vedra Beach, St Johns County,Florida,USA",30.2396865,-81.3856384
572,30-May-2010,2010.0,Provoked,USA,Florida,Off Tarpon Springs,fishing,laceration to left calf by hooked shark provoked incident,No,08h45,"lemon shark, 4'","Off Tarpon Springs,Florida,USA",28.148082950000003,-82.74380159717906
573,18-May-2010,2010.0,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,diving,minor laceration to leg,No,18h00,20 to 30kg shark,"Quy Nhon ,Binh Dinh Province,VIETNAM",13.770409,109.232667
574,18-May-2010,2010.0,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,swimming,severe lacerations to left foot,No,18h00,20 to 30kg shark,"Quy Nhon ,Binh Dinh Province,VIETNAM",13.770409,109.232667
575,18-May-2010,2010.0,Unprovoked,AUSTRALIA,New South Wales,Point Plomer,surfing,superficial lacerations to lower left leg,No,16h30,,"Point Plomer,New South Wales,AUSTRALIA",-31.314908,152.9754159
