,Date,Year,Type,Country,Area,Location,Activity,Injury,Fatal,Time,Species,address,Latitude,Longitude
2159,06-Aug-1945,1945.0,Unprovoked,USA,North Carolina,Ocracoke,other,fatal,Yes,,,"Ocracoke,North Carolina,USA",35.1146152,-75.9810097
2160,15-Jun-1945,1945.0,Unprovoked,AUSTRALIA,Queensland,"Trinity Beach, Cairns",swimming,fatal,Yes,16h00,,"Trinity Beach, Cairns,Queensland,AUSTRALIA",-16.7924771,145.6949167
2161,06-Mar-1945,1945.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Scottburgh,walking,"right leg bitten knee to foot, surgically amputated",No,16h30,thought to involve a zambesi shark,"Scottburgh,KwaZulu-Natal,SOUTH AFRICA",-30.286041,30.754365
2162,1945,1945.0,Unprovoked,CUBA,Havana Province,Cojimar,other,fatal,Yes,,,"Cojimar,Havana Province,CUBA",23.1605066,-82.2944032
2163,08-Nov-1944,1944.0,Sea Disaster,SIERRA LEONE,Western Area,Freetown,other,fatal,Yes,,,"Freetown,Western Area,SIERRA LEONE",8.479004,-13.26795
2164,Reported 23-Oct-1944,1944.0,Boating,AUSTRALIA,Queensland,Tewantin,fishing,no injury to occupants; shark bit dinghy leaving tooth fragments in  its woodwork,No,,,"Tewantin,Queensland,AUSTRALIA",-26.3920057,153.0391832
2165,03-Sep-1944,1944.0,Unprovoked,USA,Maryland,North Beach,swimming,laceration to right lower leg,No,,,"North Beach,Maryland,USA",38.7048671,-76.5334229
2166,20-Aug-1944,1944.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Margate,swimming,"fatal, body not recovered",Yes,14h00,,"Margate,KwaZulu-Natal,SOUTH AFRICA",-30.864167,30.368611
2167,31-May-1944,1944.0,Unprovoked,USA,Florida,"Atlantic Beach, Mayport,  Duval County",other,left calf bitten,No,,1.8 m [6'] blacktip shark or spinner shark,"Atlantic Beach, Mayport,  Duval County,Florida,USA",30.33143875,-81.41554082007033
2168,26-Mar-1944,1944.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",other,left thigh bitten,No,17h30,,"Country Club Beach, Durban,KwaZulu-Natal,SOUTH AFRICA",-29.829354,31.0368231
2169,26-Mar-1944,1944.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",other,"fatal, left thigh & calf bitten",Yes,10h00,,"North Beach, Durban,KwaZulu-Natal,SOUTH AFRICA",-29.8467091,31.035285842256584
2170,14-Mar-1944,1944.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",other,ankle severely lacerated,No,17h30,,"Country Club Beach, Durban,KwaZulu-Natal,SOUTH AFRICA",-29.829354,31.0368231
2171,18-Feb-1944,1944.0,Unprovoked,INDIA,,"Triplicane Beach, Chennai",other,fatal,Yes,,,"Triplicane Beach, Chennai,nan,INDIA",13.06094,80.27771
2172,20-Jan-1944,1944.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",surfing,"fatal, right thigh lacerated, femoral artery severed",Yes,13h15,,"North Beach, Durban,KwaZulu-Natal,SOUTH AFRICA",-29.8467091,31.035285842256584
2173,04-Jan-1944,1944.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",swimming,"fatal, leg bitten knee to ankle & posterior tibial artery severed; died of toxemia 2 days later",Yes,17h50,,"North Beach, Durban,KwaZulu-Natal,SOUTH AFRICA",-29.8467091,31.035285842256584
2174,04-Dec-1943,1943.0,Sea Disaster,USA,South Carolina,Off Charleston,other,"of the 18 crew who survived the sinking, 10 were taken by sharks. cabarrocas was bitten but survived",Yes,,,"Off Charleston,South Carolina,USA",32.8719871,-80.0174794
2175,Jul-1943,1943.0,Boating,PORTUGAL,,Sines,fishing,no injury to occupants,No,,,"Sines,nan,PORTUGAL",37.92694175,-8.74993786808114
2176,16-Jun-1943,1943.0,Boating,AUSTRALIA,Tasmania,Triabunna,fishing,"no injury to occupant, shark grabbed rudder and dragged the dinghy stern-first",No,,"white shark, 3.9 m, 550 kg, male","Triabunna,Tasmania,AUSTRALIA",-42.504035,147.9139308
2177,14-May-1943,1943.0,Sea Disaster,AUSTRALIA,Queensland,Off Brisbane,ep_boats,fatal,Yes,After 04h00,,"Off Brisbane,Queensland,AUSTRALIA",-27.4966392,153.0334334
2178,21-Mar-1943,1943.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",swimming,"fatal, thigh lacerated, both calves bitten",Yes,16h10,,"North Beach, Durban,KwaZulu-Natal,SOUTH AFRICA",-29.8467091,31.035285842256584
2179,Summer 1943,1943.0,Unprovoked,MEXICO,Veracruz,"Villa del Mar Beach, Veracruz",swimming,fatal,Yes,,,"Villa del Mar Beach, Veracruz,Veracruz,MEXICO",20.729188,-97.2284473
2180,1943,1943.0,Unprovoked,SOLOMON ISLANDS,,Guadalcanal,swimming,arm severed,No,,,"Guadalcanal,nan,SOLOMON ISLANDS",-9.59842095,160.1485117018448
2181,1943,1943.0,Unprovoked,IRAQ,,River Tigris,swimming,"right arm severed, left foot bitten",No,,,"River Tigris,nan,IRAQ",34.9983593,43.5712969
2182,25-Nov-1942,1942.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umkomaas,swimming,"calf bitten, leg surgically amputated",No,,,"Umkomaas,KwaZulu-Natal,SOUTH AFRICA",-30.206389,30.796111
2183,06-Jul-1942,1942.0,Provoked,ITALY,Liguria,Savona,other,"after he hit the shark with an oar, the shark bit the oar and overturned the boat  provoked incident",No,,porbeagle shark,"Savona,Liguria,ITALY",44.2334238,8.252572737021062
2184,18-Jan-1942,1942.0,Boating,AUSTRALIA,New South Wales,Fairy Bower,other,paddle of surf ski bitten by shark,No,,,"Fairy Bower,New South Wales,AUSTRALIA",-33.595273899999995,150.26201976906214
2185,1942,1942.0,Sea Disaster,INDONESIA,East Java,Surabaya,other,"general imamura, commander in chief of japanese forces in java was sentenced to 10 years imprisonment by australian military court for his role in the ""pig basket atrocities""",Yes,,,"Surabaya,East Java,INDONESIA",-7.2459717,112.7378266
2186,03-Dec-1941,1941.0,Unprovoked,AUSTRALIA,Western Australia,Carnarvon,swimming,right ankle bitten,No,Night,,"Carnarvon,Western Australia,AUSTRALIA",-24.46627685,114.17114969316594
2187,19-Nov-1941,1941.0,Sea Disaster,AUSTRALIA,Western Australia,Shark Bay,other,leg bitten,No,,,"Shark Bay,Western Australia,AUSTRALIA",-26.32617975,114.3179177052546
2188,Reported 21-Aug-1941,1941.0,Provoked,USA,New York,Montauk,fishing,laceration to left forearm from hooked shark provoked incident,No,,,"Montauk,New York,USA",41.043629800000005,-71.94387532055404
2189,09-Mar-1941,1941.0,Provoked,USA,California,"Santa Monica, Los Angeles County",fishing,right hand bitten by boated shark provoked incident,No,Night,mako shark (aka bonito shark) 1.2 m [4'],"Santa Monica, Los Angeles County,California,USA",34.0204568,-118.4956771
2190,13-Feb-1941,1941.0,Provoked,AUSTRALIA,New South Wales,Wollongong,fishing,hand lacerated by hooked shark provoked incident,No,,,"Wollongong,New South Wales,AUSTRALIA",-34.4243941,150.89385
2191,28-Dec-1940,1940.0,Unprovoked,AUSTRALIA,New South Wales,"Stockton Beach, Newcastle",other,"fatal, injuries to lower back",Yes,09h00,,"Stockton Beach, Newcastle,New South Wales,AUSTRALIA",-32.844154849999995,151.86571447066012
2192,10-Dec-1940,1940.0,Provoked,AUSTRALIA,Northern Territory,Darwin,fishing,leg severely lacerated provoked incident,No,,,"Darwin,Northern Territory,AUSTRALIA",-12.46044,130.8410469
2193,13-Jul-1940,1940.0,Unprovoked,USA,South Carolina,"Folly Beach, Charleston County",other,ankle bitten,No,,,"Folly Beach, Charleston County,South Carolina,USA",32.6549967,-79.9406093
2194,13-Jul-1940,1940.0,Unprovoked,USA,South Carolina,"Folly Beach, Charleston County",other,struck by shark immediately before it bit tanner (see below),No,,,"Folly Beach, Charleston County,South Carolina,USA",32.6549967,-79.9406093
2195,30-Jun-1940,1940.0,Unprovoked,USA,North Carolina,"Holden Beach, Brunswick County",fishing,thigh lacerated,No,,3 m [10'] shark,"Holden Beach, Brunswick County,North Carolina,USA",33.9135061,-78.3038892
2196,20-Mar-1940,1940.0,Unprovoked,AUSTRALIA,New South Wales,Gerringong,diving,minor injuries to foot,No,,wobbegong shark,"Gerringong,New South Wales,AUSTRALIA",-34.7461982,150.8278546
2197,20-Feb-1940,1940.0,Boating,AUSTRALIA,New South Wales,Sydney Harbour,sailing,"no injury. shark grazed canoe, snapped at a piece of mast being trailed in the water & followed it into 2' of water",No,15h30,,"Sydney Harbour,New South Wales,AUSTRALIA",-33.85591,151.25023
2198,4-Feb-1940,1940.0,Unprovoked,AUSTRALIA,New South Wales,"North Brighton, Botany Bay",walking,"fatal, injuries to both arms",Yes,14h00,,"North Brighton, Botany Bay,New South Wales,AUSTRALIA",-33.9538129,151.2082135
2199,29-Jan-1940,1940.0,Unprovoked,AUSTRALIA,Queensland,Brisbane River,diving,shoulder nipped,No,,"""a small shark""","Brisbane River,Queensland,AUSTRALIA",-27.1609698,152.5361974
2200,23-Jan-1940,1940.0,Unprovoked,AUSTRALIA,New South Wales,"North Brighton, Botany Bay",swimming,"fatal, left leg severed",Yes,10h40,3 m [10'] shark,"North Brighton, Botany Bay,New South Wales,AUSTRALIA",-33.9538129,151.2082135
2201,23-Nov-1939,1939.0,Boating,AUSTRALIA,New South Wales,Wollongong,other,no injury,No,,"blue pointer, 16'","Wollongong,New South Wales,AUSTRALIA",-34.4243941,150.89385
2202,11-Nov-1939,1939.0,Provoked,AUSTRALIA,New South Wales,Maroubra,other,boat bitten by gaffed shark provoked incident,No,,whaler shark,"Maroubra,New South Wales,AUSTRALIA",-33.9453441,151.2456824
2203,09-Nov-1939,1939.0,Boating,AUSTRALIA,New South Wales,Wollongong,other,no details,No,,,"Wollongong,New South Wales,AUSTRALIA",-34.4243941,150.89385
2204,06-Nov-1939,1939.0,Boating,AUSTRALIA,New South Wales,Wollongong,other,no details,No,,,"Wollongong,New South Wales,AUSTRALIA",-34.4243941,150.89385
2205,01-Aug-1939,1939.0,Provoked,USA,California,"Off San Pedro, Los Angeles County",fishing,harpooned shark bit his arm provoked incident,No,,,"Off San Pedro, Los Angeles County,California,USA",33.7386766,-118.2873547
2206,12-Jan-1939,1939.0,Unprovoked,AUSTRALIA,New South Wales,Clarence River,other,no injury,No,,7' shark,"Clarence River,New South Wales,AUSTRALIA",-29.207293,152.59221
2207,18-Aug-1938,1938.0,Provoked,USA,California,"Near Encino, Los Angeles County",fishing,lacerations to hand by hooked shark provoked incident,No,,,"Near Encino, Los Angeles County,California,USA",34.1587516,-118.5141737
2208,18-Jul-1938,1938.0,Unprovoked,USA,South Carolina,Charleston,swimming,foot & ankle lacerated,No,,,"Charleston,South Carolina,USA",32.7876012,-79.9402728
2209,17-Jul-1938,1938.0,Provoked,USA,California,"Dana Point, Orange County",fishing,leg bitten by gaffed shark provoked incident,No,,,"Dana Point, Orange County,California,USA",33.4669721,-117.6981075
2210,08-Jun-1938,1938.0,Unprovoked,AUSTRALIA,New South Wales,Manly,diving,"no injury, the shark knocked him off his feet",No,,6' shark,"Manly,New South Wales,AUSTRALIA",-33.7971937,151.2879845
2211,08-Mar-1938,1938.0,Unprovoked,AUSTRALIA,Northern Territory,Liverpool River,sailing,"leg severed, but survived",No,,,"Liverpool River,Northern Territory,AUSTRALIA",-12.39513165,134.04717580492274
2212,21-Jan-1938,1938.0,Provoked,AUSTRALIA,New South Wales,Tweed Heads,fishing,thumb bitten by landed shark provoked incident,No,,"tiger shark, 3'","Tweed Heads,New South Wales,AUSTRALIA",-28.181708,153.5469621
2213,02-Jan-1938,1938.0,Unprovoked,AUSTRALIA,New South Wales,Cronulla,skiing,"no injury, ski bumped & he was thrown in the water. ski had indentations",No,,,"Cronulla,New South Wales,AUSTRALIA",-34.0575259,151.1523851
2214,Reported 1938,1938.0,Unprovoked,EGYPT,,Mersa Matruh,diving,fatal,Yes,,,"Mersa Matruh,nan,EGYPT",31.3168929,27.2265777423804
2215,27-Oct-1937,1937.0,Unprovoked,AUSTRALIA,Queensland,"Kirra Beach, Coolangatta",swimming,fatal,Yes,17h30,tiger shark,"Kirra Beach, Coolangatta,Queensland,AUSTRALIA",-28.1677859,153.53161475535745
2216,27-Oct-1937,1937.0,Unprovoked,AUSTRALIA,Queensland,"Kirra Beach, Coolangatta",swimming,fatal,Yes,17h30,"tiger shark,  3.6 m [11'9""], 850-kg [1874-lb] female, contained girvan's remains","Kirra Beach, Coolangatta,Queensland,AUSTRALIA",-28.1677859,153.53161475535745
2217,24-Oct-1937,1937.0,Unprovoked,AUSTRALIA,New South Wales,Byron Bay ,swimming,tooth imprints on torso,No,,2.4 m [8'] shark,"Byron Bay ,New South Wales,AUSTRALIA",-28.6483333,153.6177778
2218,24-Oct-1937,1937.0,Unprovoked,AUSTRALIA,New South Wales,Byron Bay ,skiing,"no injury, repulsed shark",No,,2.6 m [8.5'] shark,"Byron Bay ,New South Wales,AUSTRALIA",-28.6483333,153.6177778
2219,Reported 16-Jul-1937,1937.0,Unprovoked,AUSTRALIA,Northern Territory,Elcho Island,diving,fatal,Yes,,,"Elcho Island,Northern Territory,AUSTRALIA",-11.9136184,135.8022439624055
2220,Reported 28-Jun-1937,1937.0,Unprovoked,GREECE,,Salonika?,other,fatal,Yes,,,"Salonika?,nan,GREECE",40.65432465,22.931475880779768
2221,    15-Jun-1937,1937.0,Unprovoked,USA,Texas,Galveston,swimming,fatal,Yes,Night,,"Galveston,Texas,USA",29.299328,-94.7945882
2222,30-May-1937,1937.0,Provoked,USA,Texas,Galveston,fishing,leg nipped by hooked shark provoked incident,No,,4' shark,"Galveston,Texas,USA",29.299328,-94.7945882
2223,15-May-1937,1937.0,Unprovoked,AUSTRALIA,Queensland,"Ross River, Townsville",swimming,"fatal, left arm severed at elbow, right arm bitten, right leg severed at knee",Yes,Night,2 days later a 600-lb shark was caught 100 yards from the site,"Ross River, Townsville,Queensland,AUSTRALIA",-19.3090595,146.7688108
2224,13-Feb-1937,1937.0,Unprovoked,AUSTRALIA,New South Wales,"Bar Beach, Newcastle",swimming,"fatal, buttocks, ankle & right elbow bitten",Yes,15h20,white shark,"Bar Beach, Newcastle,New South Wales,AUSTRALIA",-32.938888,151.7683089
2225,11-Feb-1937,1937.0,Unprovoked,AUSTRALIA,New South Wales,Kempsey,swimming,foot bitten,No,,,"Kempsey,New South Wales,AUSTRALIA",-31.0798092,152.842289
2226,04-Feb-1937,1937.0,Boating,AUSTRALIA,New South Wales, Botany Bay ,fishing,"no injury to occupants, launch holed",No,03h00,," Botany Bay ,New South Wales,AUSTRALIA",-33.981732550000004,151.17954913553183
2227,03-Feb-1937,1937.0,Provoked,AUSTRALIA,Queensland,Moreton Island,fishing,left shoulder bitten by netted shark provoked incident,No,,"3' ""blue nosed"" shark","Moreton Island,Queensland,AUSTRALIA",-27.19264975,153.39431796425487
2228,30-Dec-1936,1936.0,Unprovoked,USA,Hawaii,"Honokohau, Maui",diving,thigh lacerated,No,,6 m [20']  shark,"Honokohau, Maui,Hawaii,USA",21.0172326,-156.6082865
2229,19-Dec-1936,1936.0,Boating,AUSTRALIA,Queensland,Brisbane River,other,"no injury to occupant. shark damaged scull, tooth fragments recovered",No,,3 m [10'] shark,"Brisbane River,Queensland,AUSTRALIA",-27.1609698,152.5361974
2230,12-Dec-1936,1936.0,Unprovoked,AUSTRALIA,New South Wales,"Throsby Creek, Newcastle",swimming,"fatal, leg severed at knee",Yes,11h30,,"Throsby Creek, Newcastle,New South Wales,AUSTRALIA",-32.9147339,151.7599966
2231,01-Dec-1936,1936.0,Boating,AUSTRALIA,Victoria,Mordialloc,fishing,"fatal, his 2.4 m dinghy was found with 2' x 3' hole in its side & tooth fragments embedded in the planking",Yes,,thought to involve a 12' white shark,"Mordialloc,Victoria,AUSTRALIA",-38.0067174,145.0875658
2232,Reported 11-Sep-1936,1936.0,,VIETNAM,,Saigon,other,fatal,Yes,,,"Saigon,nan,VIETNAM",10.7715512,106.6983801
2233,04-Sep-1936,1936.0,Unprovoked,USA,Hawaii,"Lahaina, Maui",swimming,leg lacerated,No,,,"Lahaina, Maui,Hawaii,USA",20.88717735,-156.6748023632949
2234,11-Aug-1936,1936.0,Provoked,CANADA,Newfoundland,Georges Bank,fishing,"no injury to occupants, hooked shark leapt onboard boat provoked incident",No,,"shovelnose shark, 6 m [20']","Georges Bank,Newfoundland,CANADA",49.7742653,-56.8584576
2235,06-Jun-1936,1936.0,Unprovoked,USA,Florida,"Boca Ciega Bay, Pinellas County",swimming,fatal,Yes,,,"Boca Ciega Bay, Pinellas County,Florida,USA",27.805859,-82.7859355
2236,Reported 20-Feb-1936,1936.0,Unprovoked,AUSTRALIA,Queensland,Brisbane River,other,"no injury, scull sank",No,,10' shark,"Brisbane River,Queensland,AUSTRALIA",-27.1609698,152.5361974
2237,04-Feb-1936,1936.0,Unprovoked,AUSTRALIA,New South Wales,"South Steyne, Manly",swimming,"fatal, taken by shark, body not recovered. twenty months later, in october 1937, meshing (setting anti-shark gill nets) began  at metropolitan beaches",Yes,15h00,white shark,"South Steyne, Manly,New South Wales,AUSTRALIA",-33.7971473,151.2880967
2238,22-Jan-1936,1936.0,Unprovoked,AUSTRALIA,South Australia,"West Beach, near Adelaide",swimming,fatal,Yes,18h00,white shark,"West Beach, near Adelaide,South Australia,AUSTRALIA",-34.9451586,138.5091364
2239,Jan-1936,1936.0,Provoked,AUSTRALIA,New South Wales,North Bondi,skiing,"he tried to hit shark with paddle, shark bumped  ski  provoked incident",No,,2.3 m [7'] shark,"North Bondi,New South Wales,AUSTRALIA",-33.882351,151.2768611
2240,Reported 04-Sep-1935,1935.0,Unprovoked,PAPUA NEW GUINEA,Central Province,Hula,swimming,fatal,Yes,,,"Hula,Central Province,PAPUA NEW GUINEA",-10.0981328,147.7246967
2241,Jun-1935,1935.0,Boating,AUSTRALIA,South Australia,Off Port Broughton,other,shark bumped dinghy twice,No,,,"Off Port Broughton,South Australia,AUSTRALIA",-33.6004217,137.9311455
2242,19-May-1935,1935.0,Provoked,SOUTH AFRICA,KwaZulu-Natal,"North Pier, Durban",sailing,"foot bitten, required 1 week hospitalization provoked incident",No,,"white shark, 246-kg","North Pier, Durban,KwaZulu-Natal,SOUTH AFRICA",-29.8675687,31.05652417215803
2243,Reported 08-Apr-1935,1935.0,Unprovoked,USA,California,"Hermosa Beach, Los Angeles County",other,laceration to hand,No,,,"Hermosa Beach, Los Angeles County,California,USA",33.8620842,-118.4008035
2244,Reported 25-Mar-1935,1935.0,Provoked,SOUTH AFRICA,KwaZulu-Natal,"North Pier, Durban",sailing,injury to foot    provoked incident,No,,,"North Pier, Durban,KwaZulu-Natal,SOUTH AFRICA",-29.8675687,31.05652417215803
2245,11-Mar-1935,1935.0,Unprovoked,AUSTRALIA,New South Wales,Newcastle,surfing,abrasions to shins,No,,,"Newcastle,New South Wales,AUSTRALIA",-32.9192953,151.7795348
2246,09-Mar-1935,1935.0,Unprovoked,AUSTRALIA,New South Wales,Maroubra Beach,swimming,"fatal, left thigh, buttock, left forearm bitten, finger removed",Yes,12h30,"white shark, 4 m [13']","Maroubra Beach,New South Wales,AUSTRALIA",-33.9496372,151.2567007457838
2247,02-Mar-1935,1935.0,Unprovoked,AUSTRALIA,New South Wales,North Narrabeen Beach,other,"fatal, thigh bitten",Yes,17h30,"white shark, 3.5 m to 4 m [11.5' to 13']","North Narrabeen Beach,New South Wales,AUSTRALIA",-33.70760185,151.3044080802595
2248,14-Feb-1935,1935.0,Unprovoked,AUSTRALIA,New South Wales,Austinmer,surfing,"thigh lacerated, abrasions",No,17h30,,"Austinmer,New South Wales,AUSTRALIA",-34.3064627,150.9292162
2249,24-Jan-1935,1935.0,Boating,AUSTRALIA,Queensland,"Ross River, Townsville",fishing,no injury to occupants,No,,2 sharks,"Ross River, Townsville,Queensland,AUSTRALIA",-19.3090595,146.7688108
2250,08-Oct-1934,1934.0,Provoked,BERMUDA,Hamilton,Hamilton Parish,fishing,arm bitten by hooked shark provoked incident,No,Night,,"Hamilton Parish,Hamilton,BERMUDA",32.3379906,-64.7357556
2251,27-Aug-1934,1934.0,Boating,ITALY,Sicily,Catania,sailing,no injury to occupants,No,,"white shark, 4 m [13']","Catania,Sicily,ITALY",37.5022355,15.08738
2252,05-Aug-1934,1934.0,Unprovoked,USA,Georgia,"Thunderbolt, Chatham County",swimming,lacerations to right leg,No,,,"Thunderbolt, Chatham County,Georgia,USA",32.0335445,-81.0498342
2253,11-Jul-1934,1934.0,Boating,AUSTRALIA,New South Wales,Cronulla,fishing,"no injury to occupants sharks continually followed the dinghy, and one smashed its rudder",No,,"blue pointer, 11'","Cronulla,New South Wales,AUSTRALIA",-34.0575259,151.1523851
2254,20-Jun-1934,1934.0,Unprovoked,USA,Florida,"Melbourne, Brevard County",other,fatal,Yes,,,"Melbourne, Brevard County,Florida,USA",28.11771,-80.66295750056375
2255,01-Apr-1934,1934.0,Unprovoked,AUSTRALIA,New South Wales,North Steyne,swimming,"fatal, right leg lacerated",Yes,12h30,4.3 m [14'] shark seen in vicinity,"North Steyne,New South Wales,AUSTRALIA",-33.7947096,151.2872364
2256,Mar-1934,1934.0,Provoked,AUSTRALIA,New South Wales,Cronulla,fishing,"no injury to occupants, hooked shark, snapped at rudder & then attacked boat provoked incident",No,,"mako shark, 3.7 m [12'] identified by tooth fragments by g.p. whitley","Cronulla,New South Wales,AUSTRALIA",-34.0575259,151.1523851
2257,22-Feb-1934,1934.0,Unprovoked,CHILE,Elqui Province,Coquimbo,other,fatal,Yes,,,"Coquimbo,Elqui Province,CHILE",-29.9578846,-71.258734
2258,07-Jan-1934,1934.0,Unprovoked,AUSTRALIA,New South Wales,Queenscliff,swimming,severely lacerated  right leg.  later surgically amputated & survived despite gas gangrene,No,15h30,4.3 m [14'] shark seen in area previous week,"Queenscliff,New South Wales,AUSTRALIA",-33.7823916,151.2854011
2259,Reported 27-Sep-1933,1933.0,Boating,ISRAEL,,Nabi Rubin,fishing,"one man bitten on thigh, another on arm",No,,3 sharks,"Nabi Rubin,nan,ISRAEL",31.9291317,34.7336383
2260,28-Aug-1933,1933.0,Provoked,USA,California,"Hermosa Beach, Los Angeles County",fishing,severely lacerated arm provoked incident,No,,"blue shark, 4.5 m [14'9""]","Hermosa Beach, Los Angeles County,California,USA",33.8620842,-118.4008035
2261,Reported 26-Aug-1933,1933.0,Unprovoked,USA,Connecticut,Mystic River,swimming,foot bitten,No,,,"Mystic River,Connecticut,USA",41.3512242,-71.9627537
2262,Reported 07-Jul-1933,1933.0,Unprovoked,USA,California,"San Diego, San Diego County",other,survived,No,,tiger shark,"San Diego, San Diego County,California,USA",32.7174202,-117.1627728
2263,03-Jul-1933,1933.0,Unprovoked,AUSTRALIA,Western Australia,Broome,diving,"no injury, shark tore diving suit",No,,,"Broome,Western Australia,AUSTRALIA",-17.9566909,122.2240181
2264,23-May-1933,1933.0,Provoked,AUSTRALIA,Queensland,Off Stradbroke Island,fishing,laceration to lower leg by netted shark provoked incident,No,,7' to 8' shark,"Off Stradbroke Island,Queensland,AUSTRALIA",-27.6919018,153.3782321
2265,Reported 08-Jun-1933,1933.0,Unprovoked,AUSTRALIA,Queensland,Currumbin,other,lacerations to legs from fins of shark,No,,,"Currumbin,Queensland,AUSTRALIA",-28.1369655,153.4799277
